name,code,url,DRY.Maxi,STEAM.Maxi22 l/sec,AIR.Maxi,ADAPTIVE.Cooking,AIR.Plus,SMART.Preheating,Dry.Maxi45 m3/h,STEAM.Plus,AUTO.Soft,DRY.Plus,Air.Maxi250 km/h,DDC.Ai,STEAM.Maxi,DDC.App,STEAM.Maxi14 l/sec,DDC.Unox.com,CLIMALUX,AUTO.Matic,DDC.Stats,SENSE.Klean,EFFICENT.Power,analog_control,high_productivity,professional_use,hot_fridge,automatic_cycles,internet_connection,baking_frozen_products,designed_commercial,compact_oven,self_cleaning,price,type,panel,powersupply,width,depth,height,weight,trays,traysize,distancebetweentrays,voltage,electricpower,frequency,consumption
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0311-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0311-eprm/,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4600.00,Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750.00,783.00,538.00,56.00,3.00,GN 1/1,67.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,5.00,50 / 60 Hz,16.00
CHEFTOP MIND.Maps COUNTERTOP ONE,XEVC-0311-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-xevc-0311-e1rm/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3900.00,Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750.00,783.00,538.00,54.00,3.00,GN 1/1,67.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,5.00,50 / 60 Hz,19.70
BAKERLUX SHOP.Pro MASTER,XEFR-03HS-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-03hs-emrv/,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2110.00,Commercial convection ovens with humidity,"7"" Touch control panel",Electric,600.00,669.00,427.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro TOUCH,XEFR-03HS-ETDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03hs-etdp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1560.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,425.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro TOUCH,XEFR-03HS-ETDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03hs-etdv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1540.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,425.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro TOUCH,XEFR-03HS-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03hs-etrv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1830.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,427.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro LED,XEFR-03HS-ELDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-03hs-eldv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1360.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,600.00,669.00,425.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro LED,XEFR-03HS-ELDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-03hs-eldp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1380.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,600.00,669.00,425.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro GO,XEFR-03HS-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-03hs-egdn/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1210.00,Commercial convection ovens,Control panel with 7-segment display,Electric,600.00,669.00,425.00,36.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,3.50
BAKERLUX SHOP.Pro MASTER,XEFR-03EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-03eu-emrv/,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2830.00,Commercial convection ovens with humidity,"7"" Touch control panel",Electric,800.00,811.00,427.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro TOUCH,XEFR-03EU-ETDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03eu-etdv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2110.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,425.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro TOUCH,XEFR-03EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03eu-etrv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2540.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,427.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro TOUCH,XEFR-03EU-ETDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-03eu-etdp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2130.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,425.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro LED,XEFR-03EU-ELDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-03eu-eldv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1930.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800.00,811.00,425.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro LED,XEFR-03EU-ELDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-03eu-eldp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1950.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800.00,811.00,425.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
BAKERLUX SHOP.Pro GO,XEFR-03EU-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-03eu-egdn/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1800.00,Commercial convection ovens,Control panel with 7-segment display,Electric,800.00,811.00,425.00,46.00,3.00,600x400,75.00,220-240V 1~,3.50,50 / 60 Hz,6.40
SPEED.Pro,XESR-03HS-EDDN,https://unox.com/en_fr/ovens/speedpro-xesr-03hs-eddn/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7600.00,Commercial baking speed ovens,"6"" Touch control panel",Electric,600.00,797.00,541.00,89.00,3.00,460x330,75.00,380-415VV 3N~ / 220-240VV 3~ / 220-240VV 1N~,6.60,50 Hz,15.90
SPEED.Pro,XESR-03HS-MDDN,https://unox.com/en_fr/ovens/speedpro-xesr-03hs-mddn/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7600.00,Commercial baking speed ovens,"6"" Touch control panel",Electric,600.00,797.00,541.00,89.00,3.00,460x330,75.00,220-240V 1N~,3.60,50 Hz,15.90
BAKERLUX & LINEMISS MANUAL,XFT113,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft113/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,950.00,Commercial convection ovens with humidity,Knob,Electric,600.00,655.00,429.00,25.00,3.00,460x330,75.00,220-240V 1~,3.00,50 / 60 Hz,
BAKERLUX & LINEMISS MANUAL,XFT183,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft183/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1410.00,Commercial convection ovens with humidity,Knob,Electric,800.00,774.00,429.00,40.00,3.00,600x400,75.00,220-240V 1~,3.30,50 / 60 Hz,
LINEMICRO MANUAL,XF003,https://unox.com/en_fr/ovens/linemicro-manual-xf003/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,650.00,Commercial convection ovens,Knob,Electric,480.00,523.00,402.00,16.00,3.00,342x242,70.00,220-240V 1~,2.70,50 / 60 Hz,
LINEMICRO MANUAL,XF013,https://unox.com/en_fr/ovens/linemicro-manual-xf013/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,700.00,Commercial convection ovens,Knob,Electric,600.00,587.00,402.00,20.00,3.00,460x330,70.00,220-240V 1~,2.70,50 / 60 Hz,
LINEMICRO MANUAL,XF033,https://unox.com/en_fr/ovens/linemicro-manual-xf033/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1320.00,Commercial convection ovens,Knob,Electric,800.00,707.00,472.00,44.00,3.00,600x400,90.00,220-240V 1~,3.20,50 / 60 Hz,
BAKERTOP MIND.Maps COUNTERTOP PLUS,XEBC-04EU-EPRM,https://unox.com/en_fr/ovens/bakertop-mindmaps-plus-xebc-04eu-eprm/,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5700.00,Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860.00,967.00,675.00,95.00,4.00,600x400,80.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,10.60,50 / 60 Hz,13.40
BAKERTOP MIND.Maps COUNTERTOP ONE,XEBC-04EU-E1RM,https://unox.com/en_fr/ovens/bakertop-mindmaps-one-xebc-04eu-e1rm/,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4700.00,Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,860.00,967.00,675.00,90.00,4.00,600x400,80.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,7.40,50 / 60 Hz,14.50
BAKERLUX SHOP.Pro MASTER,XEFR-04HS-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-04hs-emrv/,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2360.00,Commercial convection ovens with humidity,"7"" Touch control panel",Electric,600.00,669.00,502.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro TOUCH,XEFR-04HS-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04hs-etrv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2050.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,502.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro TOUCH,XEFR-04HS-ETDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04hs-etdp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1720.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,500.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro TOUCH,XEFR-04HS-ETDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04hs-etdv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1700.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,600.00,669.00,500.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro LED,XEFR-04HS-ELDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04hs-eldp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1540.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,600.00,669.00,500.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro LED,XEFR-04HS-ELDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04hs-eldv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1520.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,600.00,669.00,500.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro GO,XEFR-04HS-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-04hs-egdn/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1310.00,Commercial convection ovens,Control panel with 7-segment display,Electric,600.00,669.00,500.00,39.00,4.00,460x330,75.00,220-240V 1~,3.50,50 / 60 Hz,6.60
BAKERLUX SHOP.Pro MASTER,XEFR-04EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-04eu-emrv/,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3550.00,Commercial convection ovens with humidity,"7"" Touch control panel",Electric,800.00,811.00,502.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etrv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3190.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,502.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etdp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2670.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,500.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etdv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2650.00,Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800.00,811.00,500.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro LED,XEFR-04EU-ELDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04eu-eldp/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2490.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800.00,811.00,500.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro LED,XEFR-04EU-ELDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04eu-eldv/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2470.00,Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800.00,811.00,500.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX SHOP.Pro GO,XEFR-04EU-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-04eu-egdn/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2230.00,Commercial convection ovens,Control panel with 7-segment display,Electric,800.00,811.00,500.00,57.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.90,50 / 60 Hz,7.90
BAKERLUX & LINEMISS MANUAL,XFT133,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft133/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000.00,Commercial convection ovens with humidity,Knob,Electric,600.00,655.00,509.00,31.00,4.00,460x330,75.00,220-240V 1N~,3.00,50 / 60 Hz,
BAKERLUX & LINEMISS MANUAL,XFT197,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft197/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1890.00,Commercial convection ovens with humidity,Knob,Electric,800.00,774.00,509.00,49.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 1N~ / 220-240V 3~,6.50,50 / 60 Hz,
BAKERLUX & LINEMISS MANUAL,XFT193,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft193/,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1760.00,Commercial convection ovens with humidity,Knob,Electric,800.00,774.00,509.00,49.00,4.00,600x400,75.00,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,6.50,50 / 60 Hz,
